Prefecture,Category,Place,Location
nagano,The 100 elections of the waterfall in Japan,Yonago Large Falls,"Suzaka, Nagano"
nagano,The 100 elections of the waterfall in Japan,Sanbon Falls,"Matsumoto, Nagano"
nagano,The 100 elections of the waterfall in Japan,Tadachi Falls,"Nagiso-machi, Kiso-gun, Nagano"
nagano,Hometown Rice Ball Onigiri Top 100,Sugari ( Jibachinoko ),Nagano Suwa Ina
nagano,Hometown Rice Ball Onigiri Top 100,Goheimochi,Nagano Shimoina Kiso
nagano,Hometown Rice Ball Onigiri Top 100,Kenshin Zushi ( bamboo sushi),Nagano Iiyama
nagano,Top 100 Dam Lake,Takase Dam Lake adjustment - Takase Dam,Nagano Omachi
nagano,Top 100 Dam Lake,Okukiso lake - miso river dam,Nagano Kiso
nagano,Top 100 Dam Lake,Takato lake - Takato Dam,"Ina , Nagano"
nagano,Top 100 Dam Lake,Hase lake - Miwa Dam,"Ina , Nagano"
nagano,Top 100 Famous Water,Sarukura spring,Nagano Iida Haba
nagano,Top 100 Famous Water,Azumino wasabi field spring water group,Nagano Azumino
nagano,Top 100 Famous Water,Himekawa headwaters spring water,Nagano Kitaazumi Hakuba village
